dataset_key,dataset_label,lang,kind,sent_id,sent_len,mean_dep_distance,mean_intervener_complexity,tree_depth,tree_density,max_arity,avg_arity,proportion_high_arity_nodes
matched_random,Matched random structures,ja,random,6863,5,0.75,1.0,4,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,ja,real,6863,5,0.75,1.0,2,0.16666666666666666,4,0.8333333333333334,0.16666666666666666
matched_random,Matched random structures,ja,random,6872,4,1.0,1.0,3,0.4,2,0.8,0.0
matched_random,Matched random structures,ja,real,6872,4,0.3333333333333333,1.0,3,0.4,2,0.8,0.0
matched_random,Matched random structures,ja,random,6877,4,0.3333333333333333,1.0,3,0.4,2,0.8,0.0
matched_random,Matched random structures,ja,real,6877,4,0.3333333333333333,1.0,3,0.4,2,0.8,0.0
matched_random,Matched random structures,ja,random,6888,6,0.6,1.4,4,0.42857142857142855,3,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,ja,real,6888,6,0.6,1.0,4,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,ja,random,6890,9,1.25,1.5,5,0.5,3,0.9,0.1
matched_random,Matched random structures,ja,real,6890,9,0.375,1.0,4,0.4,3,0.9,0.1
matched_random,Matched random structures,ja,random,6895,7,2.0,2.5,7,0.75,1,0.875,0.0
matched_random,Matched random structures,ja,real,6895,7,0.8333333333333334,1.1666666666666667,3,0.375,2,0.875,0.0
matched_random,Matched random structures,ja,random,6898,6,0.4,1.0,4,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,ja,real,6898,6,0.8,1.0,3,0.2857142857142857,4,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,ja,random,6901,8,1.2857142857142858,1.4285714285714286,5,0.5555555555555556,2,0.8888888888888888,0.0
matched_random,Matched random structures,ja,real,6901,8,0.5714285714285714,1.1428571428571428,4,0.3333333333333333,4,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,ja,random,6903,5,1.5,1.0,2,0.16666666666666666,4,0.8333333333333334,0.16666666666666666
matched_random,Matched random structures,ja,real,6903,5,1.5,1.0,2,0.16666666666666666,4,0.8333333333333334,0.16666666666666666
matched_random,Matched random structures,ja,random,6906,3,0.5,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,ja,real,6906,3,0.5,1.0,3,0.5,1,0.75,0.0
matched_random,Matched random structures,ja,random,6908,3,0.5,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,ja,real,6908,3,0.5,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,ja,random,6911,7,2.1666666666666665,1.5,4,0.375,3,0.875,0.125
matched_random,Matched random structures,ja,real,6911,7,0.8333333333333334,1.0,3,0.25,4,0.875,0.125
matched_random,Matched random structures,ja,random,6914,6,0.8,1.2,5,0.5714285714285714,2,0.8571428571428571,0.0
matched_random,Matched random structures,ja,real,6914,6,1.0,1.2,3,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,ja,random,6916,11,1.6,1.4,5,0.3333333333333333,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,ja,real,6916,11,1.1,1.3,3,0.3333333333333333,5,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,ja,random,6919,6,1.0,1.4,5,0.5714285714285714,2,0.8571428571428571,0.0
matched_random,Matched random structures,ja,real,6919,6,0.6,1.0,4,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,ja,random,6924,7,1.8333333333333333,1.6666666666666667,4,0.375,3,0.875,0.125
matched_random,Matched random structures,ja,real,6924,7,0.3333333333333333,1.0,4,0.2727272727272727,4,0.875,0.09090909090909091
matched_random,Matched random structures,ja,random,6936,10,0.5555555555555556,1.0,6,0.45454545454545453,4,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,ja,real,6936,10,0.6666666666666666,1.1111111111111112,4,0.4166666666666667,3,0.9090909090909091,0.16666666666666666
matched_random,Matched random structures,ja,random,6941,10,1.8888888888888888,1.7777777777777777,7,0.5454545454545454,3,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,ja,real,6941,10,1.0,1.2222222222222223,4,0.36363636363636365,3,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,ja,random,6943,7,0.6666666666666666,1.1666666666666667,3,0.375,3,0.875,0.125
matched_random,Matched random structures,ja,real,6943,7,0.5,1.0,3,0.25,4,0.875,0.125
matched_random,Matched random structures,ja,random,6945,9,2.125,2.5,7,0.6,2,0.9,0.0
matched_random,Matched random structures,ja,real,6945,9,0.75,1.0,4,0.3,5,0.9,0.1
matched_random,Matched random structures,ja,random,6948,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,ja,real,6948,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,ja,random,6950,11,1.7,1.8,7,0.5833333333333334,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,ja,real,6950,11,0.7,1.1,5,0.4166666666666667,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,ja,random,6951,11,2.8,2.0,6,0.4166666666666667,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,ja,real,6951,11,1.4,1.3,3,0.3076923076923077,4,0.9166666666666666,0.15384615384615385
matched_random,Matched random structures,ja,random,6954,3,0.0,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,ja,real,6954,3,0.5,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,ja,random,6957,3,0.5,1.0,3,0.5,1,0.75,0.0
matched_random,Matched random structures,ja,real,6957,3,0.5,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,ja,random,6958,5,1.5,1.75,4,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,ja,real,6958,5,1.0,1.0,3,0.3333333333333333,3,0.8333333333333334,0.16666666666666666
matched_random,Matched random structures,ja,random,6969,6,1.4,1.6,5,0.5714285714285714,2,0.8571428571428571,0.0
matched_random,Matched random structures,ja,real,6969,6,0.6,1.0,4,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,ja,random,6978,7,1.6666666666666667,1.6666666666666667,5,0.5,2,0.875,0.0
matched_random,Matched random structures,ja,real,6978,7,1.1666666666666667,1.3333333333333333,4,0.3333333333333333,2,0.875,0.0
matched_random,Matched random structures,ja,random,6985,6,1.4,1.6,5,0.5714285714285714,2,0.8571428571428571,0.0
matched_random,Matched random structures,ja,real,6985,6,1.0,1.2,3,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,ja,random,6990,9,2.125,1.625,5,0.4,3,0.9,0.1
matched_random,Matched random structures,ja,real,6990,9,1.625,1.5,5,0.4,4,0.9,0.1
matched_random,Matched random structures,ja,random,6991,11,2.5,2.0,6,0.5,2,0.9166666666666666,0.0
matched_random,Matched random structures,ja,real,6991,11,1.2,1.1,3,0.21428571428571427,4,0.9166666666666666,0.21428571428571427
matched_random,Matched random structures,ja,random,6997,7,0.8333333333333334,1.3333333333333333,4,0.5,3,0.875,0.125
matched_random,Matched random structures,ja,real,6997,7,1.8333333333333333,1.0,3,0.2222222222222222,5,0.875,0.1111111111111111
matched_random,Matched random structures,ja,random,6998,11,1.2,1.5,5,0.5,3,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,ja,real,6998,11,0.7,1.1,3,0.3333333333333333,4,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,ja,random,7002,7,0.3333333333333333,1.0,5,0.5,2,0.875,0.0
matched_random,Matched random structures,ja,real,7002,7,1.5,1.3333333333333333,3,0.375,3,0.875,0.125
matched_random,Matched random structures,ja,random,7009,9,2.875,2.375,6,0.5,2,0.9,0.0
matched_random,Matched random structures,ja,real,7009,9,1.0,1.125,3,0.3,4,0.9,0.1
matched_random,Matched random structures,ja,random,7011,5,1.0,1.0,3,0.3333333333333333,2,0.8333333333333334,0.0
matched_random,Matched random structures,ja,real,7011,5,0.5,1.0,3,0.3333333333333333,3,0.8333333333333334,0.16666666666666666
matched_random,Matched random structures,ja,random,7018,8,1.7142857142857142,1.5714285714285714,4,0.4444444444444444,3,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,ja,real,7018,8,0.42857142857142855,1.0,4,0.3333333333333333,3,0.8888888888888888,0.2222222222222222
matched_random,Matched random structures,ja,random,7020,4,0.3333333333333333,1.0,2,0.2,3,0.8,0.2
matched_random,Matched random structures,ja,real,7020,4,0.6666666666666666,1.0,3,0.4,2,0.8,0.0
matched_random,Matched random structures,ja,random,7031,7,1.5,1.1666666666666667,4,0.375,4,0.875,0.125
matched_random,Matched random structures,ja,real,7031,7,0.3333333333333333,1.0,4,0.375,2,0.875,0.0
matched_random,Matched random structures,ja,random,7035,9,2.5,1.75,4,0.3,5,0.9,0.1
matched_random,Matched random structures,ja,real,7035,9,0.5,1.0,4,0.3,3,0.9,0.2
matched_random,Matched random structures,ja,random,7036,6,0.6,1.0,4,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,ja,real,7036,6,0.8,1.0,3,0.2857142857142857,3,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,ja,random,7046,7,0.16666666666666666,1.0,7,0.75,1,0.875,0.0
matched_random,Matched random structures,ja,real,7046,7,0.3333333333333333,1.0,3,0.3,3,0.875,0.1
matched_random,Matched random structures,tr,random,3,9,1.0,1.375,6,0.5,4,0.9,0.1
matched_random,Matched random structures,tr,real,3,9,0.125,1.0,7,0.6,2,0.9,0.0
matched_random,Matched random structures,tr,random,5,9,1.0,1.625,7,0.7,2,0.9,0.0
matched_random,Matched random structures,tr,real,5,9,1.375,1.75,4,0.36363636363636365,4,0.9,0.09090909090909091
matched_random,Matched random structures,tr,random,6,7,1.8333333333333333,2.1666666666666665,7,0.75,1,0.875,0.0
matched_random,Matched random structures,tr,real,6,7,1.5,2.0,5,0.4444444444444444,3,0.875,0.1111111111111111
matched_random,Matched random structures,tr,random,7,8,0.8571428571428571,1.2857142857142858,5,0.5555555555555556,2,0.8888888888888888,0.0
matched_random,Matched random structures,tr,real,7,8,2.2857142857142856,1.5714285714285714,4,0.3,3,0.8888888888888888,0.1
matched_random,Matched random structures,tr,random,8,10,1.8888888888888888,1.5555555555555556,4,0.45454545454545453,5,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,tr,real,8,10,1.3333333333333333,1.3333333333333333,4,0.3076923076923077,3,0.9090909090909091,0.15384615384615385
matched_random,Matched random structures,tr,random,10,10,2.888888888888889,1.8888888888888888,5,0.45454545454545453,5,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,tr,real,10,10,0.7777777777777778,1.1111111111111112,4,0.4166666666666667,3,0.9090909090909091,0.16666666666666666
matched_random,Matched random structures,tr,random,12,10,1.5555555555555556,1.3333333333333333,5,0.36363636363636365,3,0.9090909090909091,0.18181818181818182
matched_random,Matched random structures,tr,real,12,10,1.2222222222222223,1.4444444444444444,4,0.46153846153846156,3,0.9090909090909091,0.07692307692307693
matched_random,Matched random structures,tr,random,13,11,1.0,1.5,6,0.6666666666666666,2,0.9166666666666666,0.0
matched_random,Matched random structures,tr,real,13,11,1.1,1.4,4,0.46153846153846156,2,0.9166666666666666,0.0
matched_random,Matched random structures,tr,random,17,8,1.4285714285714286,1.5714285714285714,5,0.4444444444444444,3,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,tr,real,17,8,1.4285714285714286,1.1428571428571428,4,0.3,4,0.8888888888888888,0.1
matched_random,Matched random structures,tr,random,19,6,0.8,1.2,5,0.5714285714285714,2,0.8571428571428571,0.0
matched_random,Matched random structures,tr,real,19,6,1.0,1.4,4,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,tr,random,20,6,0.6,1.0,4,0.42857142857142855,3,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,tr,real,20,6,0.4,1.0,4,0.3333333333333333,2,0.8571428571428571,0.0
matched_random,Matched random structures,tr,random,23,11,2.7,2.1,5,0.4166666666666667,3,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,tr,real,23,11,0.9,1.3,6,0.5833333333333334,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,tr,random,24,9,0.875,1.25,5,0.5,3,0.9,0.1
matched_random,Matched random structures,tr,real,24,9,0.875,1.25,5,0.4166666666666667,3,0.9,0.08333333333333333
matched_random,Matched random structures,tr,random,25,3,0.5,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,tr,real,25,3,0.5,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,tr,random,28,3,0.5,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,tr,real,28,3,0.5,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,tr,random,30,11,2.6,1.8,4,0.4166666666666667,5,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,tr,real,30,11,0.8,1.5,7,0.5714285714285714,2,0.9166666666666666,0.0
matched_random,Matched random structures,tr,random,31,4,0.3333333333333333,1.0,3,0.4,2,0.8,0.0
matched_random,Matched random structures,tr,real,31,4,0.0,1.0,4,0.6,1,0.8,0.0
matched_random,Matched random structures,tr,random,33,11,1.7,1.7,5,0.5,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,tr,real,33,11,1.2,1.1,4,0.2857142857142857,5,0.9166666666666666,0.14285714285714285
matched_random,Matched random structures,tr,random,34,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,tr,real,34,2,0.0,1.0,2,0.25,1,0.6666666666666666,0.0
matched_random,Matched random structures,tr,random,35,4,1.0,1.3333333333333333,3,0.4,2,0.8,0.0
matched_random,Matched random structures,tr,real,35,4,0.0,1.0,3,0.4,2,0.8,0.0
matched_random,Matched random structures,tr,random,36,10,1.5555555555555556,1.4444444444444444,4,0.45454545454545453,4,0.9090909090909091,0.09090909090909091
matched_random,Matched random structures,tr,real,36,10,1.0,1.7777777777777777,8,0.5833333333333334,2,0.9090909090909091,0.0
matched_random,Matched random structures,tr,random,40,8,0.7142857142857143,1.1428571428571428,4,0.3333333333333333,4,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,tr,real,40,8,0.8571428571428571,1.4285714285714286,4,0.4,3,0.8888888888888888,0.1
matched_random,Matched random structures,tr,random,42,5,1.0,1.25,4,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,real,42,5,1.0,1.25,4,0.375,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,random,43,3,0.0,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,tr,real,43,3,0.5,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,tr,random,45,6,1.2,1.2,4,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,tr,real,45,6,1.2,1.4,3,0.25,4,0.8571428571428571,0.125
matched_random,Matched random structures,tr,random,46,9,1.5,1.5,6,0.5,3,0.9,0.1
matched_random,Matched random structures,tr,real,46,9,1.125,1.5,6,0.45454545454545453,2,0.9,0.0
matched_random,Matched random structures,tr,random,47,7,1.5,1.3333333333333333,3,0.375,3,0.875,0.125
matched_random,Matched random structures,tr,real,47,7,0.5,1.3333333333333333,4,0.5555555555555556,2,0.875,0.0
matched_random,Matched random structures,tr,random,48,6,1.6,1.6,5,0.5714285714285714,2,0.8571428571428571,0.0
matched_random,Matched random structures,tr,real,48,6,0.2,1.0,6,0.5555555555555556,1,0.8571428571428571,0.0
matched_random,Matched random structures,tr,random,50,5,0.5,1.0,4,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,real,50,5,0.5,1.25,3,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,random,52,5,1.25,1.75,4,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,real,52,5,0.75,1.25,3,0.2857142857142857,3,0.8333333333333334,0.14285714285714285
matched_random,Matched random structures,tr,random,53,8,1.5714285714285714,1.8571428571428572,6,0.5555555555555556,3,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,tr,real,53,8,0.14285714285714285,1.0,5,0.5555555555555556,2,0.8888888888888888,0.0
matched_random,Matched random structures,tr,random,54,8,2.2857142857142856,1.7142857142857142,6,0.5555555555555556,2,0.8888888888888888,0.0
matched_random,Matched random structures,tr,real,54,8,1.1428571428571428,1.2857142857142858,4,0.4,3,0.8888888888888888,0.1
matched_random,Matched random structures,tr,random,55,4,1.0,1.0,3,0.4,2,0.8,0.0
matched_random,Matched random structures,tr,real,55,4,0.3333333333333333,1.0,3,0.4,2,0.8,0.0
matched_random,Matched random structures,tr,random,58,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,tr,real,58,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,tr,random,59,9,3.0,2.5,5,0.4,5,0.9,0.1
matched_random,Matched random structures,tr,real,59,9,1.125,1.5,4,0.4166666666666667,3,0.9,0.08333333333333333
matched_random,Matched random structures,tr,random,60,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,tr,real,60,2,0.0,1.0,2,0.25,1,0.6666666666666666,0.0
matched_random,Matched random structures,tr,random,65,7,1.1666666666666667,1.6666666666666667,5,0.625,2,0.875,0.0
matched_random,Matched random structures,tr,real,65,7,0.8333333333333334,1.1666666666666667,3,0.3333333333333333,3,0.875,0.1111111111111111
matched_random,Matched random structures,tr,random,66,5,1.5,1.25,4,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,real,66,5,0.25,1.0,3,0.2857142857142857,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,random,67,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,tr,real,67,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,tr,random,68,7,2.1666666666666665,1.3333333333333333,3,0.25,5,0.875,0.125
matched_random,Matched random structures,tr,real,68,7,0.6666666666666666,1.1666666666666667,4,0.4444444444444444,3,0.875,0.1111111111111111
matched_random,Matched random structures,tr,random,69,4,0.3333333333333333,1.0,3,0.4,2,0.8,0.0
matched_random,Matched random structures,tr,real,69,4,0.3333333333333333,1.0,3,0.4,2,0.8,0.0
matched_random,Matched random structures,tr,random,70,5,0.5,1.0,4,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,real,70,5,0.75,1.0,2,0.16666666666666666,4,0.8333333333333334,0.16666666666666666
matched_random,Matched random structures,tr,random,71,5,0.75,1.25,3,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,real,71,5,0.25,1.0,3,0.3333333333333333,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,random,72,6,1.6,1.4,4,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,tr,real,72,6,0.8,1.0,3,0.2857142857142857,3,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,tr,random,73,11,1.5,1.3,4,0.4166666666666667,3,0.9166666666666666,0.16666666666666666
matched_random,Matched random structures,tr,real,73,11,1.0,1.5,5,0.5384615384615384,3,0.9166666666666666,0.07692307692307693
matched_random,Matched random structures,tr,random,74,5,1.0,1.25,4,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,real,74,5,1.0,1.0,3,0.2857142857142857,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,random,75,4,0.6666666666666666,1.3333333333333333,4,0.6,1,0.8,0.0
matched_random,Matched random structures,tr,real,75,4,0.3333333333333333,1.0,3,0.3333333333333333,2,0.8,0.0
matched_random,Matched random structures,tr,random,76,5,0.5,1.0,3,0.3333333333333333,3,0.8333333333333334,0.16666666666666666
matched_random,Matched random structures,tr,real,76,5,0.25,1.0,3,0.2857142857142857,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,random,77,6,0.4,1.0,4,0.42857142857142855,3,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,tr,real,77,6,0.6,1.0,4,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,tr,random,78,4,1.0,1.3333333333333333,4,0.6,1,0.8,0.0
matched_random,Matched random structures,tr,real,78,4,1.0,1.0,2,0.2,3,0.8,0.2
matched_random,Matched random structures,tr,random,80,4,0.6666666666666666,1.3333333333333333,4,0.6,1,0.8,0.0
matched_random,Matched random structures,tr,real,80,4,1.0,1.0,2,0.2,3,0.8,0.2
matched_random,Matched random structures,tr,random,81,6,2.0,1.8,4,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,tr,real,81,6,0.8,1.2,4,0.42857142857142855,2,0.8571428571428571,0.0
matched_random,Matched random structures,tr,random,82,3,0.0,1.0,3,0.5,1,0.75,0.0
matched_random,Matched random structures,tr,real,82,3,0.0,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,tr,random,83,10,1.5555555555555556,1.7777777777777777,6,0.5454545454545454,2,0.9090909090909091,0.0
matched_random,Matched random structures,tr,real,83,10,0.7777777777777778,1.1111111111111112,3,0.3333333333333333,4,0.9090909090909091,0.08333333333333333
matched_random,Matched random structures,tr,random,84,10,1.1111111111111112,1.5555555555555556,5,0.45454545454545453,2,0.9090909090909091,0.0
matched_random,Matched random structures,tr,real,84,10,0.7777777777777778,1.3333333333333333,5,0.5,3,0.9090909090909091,0.08333333333333333
matched_random,Matched random structures,tr,random,86,9,2.0,1.5,5,0.4,4,0.9,0.1
matched_random,Matched random structures,tr,real,86,9,1.875,1.625,4,0.4,3,0.9,0.1
matched_random,Matched random structures,tr,random,87,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,tr,real,87,2,0.0,1.0,2,0.3333333333333333,1,0.6666666666666666,0.0
matched_random,Matched random structures,tr,random,89,9,0.75,1.375,4,0.6,2,0.9,0.0
matched_random,Matched random structures,tr,real,89,9,1.625,1.625,6,0.4166666666666667,2,0.9,0.0
matched_random,Matched random structures,tr,random,91,7,0.8333333333333334,1.5,6,0.625,2,0.875,0.0
matched_random,Matched random structures,tr,real,91,7,0.5,1.1666666666666667,3,0.3333333333333333,3,0.875,0.1111111111111111
matched_random,Matched random structures,tr,random,92,4,0.3333333333333333,1.0,2,0.2,3,0.8,0.2
matched_random,Matched random structures,tr,real,92,4,0.0,1.0,3,0.2857142857142857,2,0.8,0.0
matched_random,Matched random structures,tr,random,93,5,1.0,1.25,3,0.3333333333333333,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,real,93,5,0.75,1.25,3,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,random,95,11,1.1,1.3,6,0.5,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,tr,real,95,11,1.0,1.5,5,0.46153846153846156,3,0.9166666666666666,0.07692307692307693
matched_random,Matched random structures,tr,random,96,5,1.5,1.75,4,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,real,96,5,0.75,1.25,3,0.3333333333333333,3,0.8333333333333334,0.16666666666666666
matched_random,Matched random structures,tr,random,97,8,1.7142857142857142,1.4285714285714286,5,0.4444444444444444,2,0.8888888888888888,0.0
matched_random,Matched random structures,tr,real,97,8,0.8571428571428571,1.1428571428571428,5,0.4,3,0.8888888888888888,0.1
matched_random,Matched random structures,tr,random,99,6,0.6,1.2,4,0.5714285714285714,2,0.8571428571428571,0.0
matched_random,Matched random structures,tr,real,99,6,1.0,1.4,4,0.5714285714285714,2,0.8571428571428571,0.0
matched_random,Matched random structures,tr,random,100,5,0.25,1.0,4,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,real,100,5,1.0,1.25,3,0.2857142857142857,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,random,101,5,1.5,1.0,3,0.3333333333333333,3,0.8333333333333334,0.16666666666666666
matched_random,Matched random structures,tr,real,101,5,0.75,1.5,4,0.5,2,0.8333333333333334,0.0
matched_random,Matched random structures,tr,random,102,3,0.0,1.0,3,0.5,1,0.75,0.0
matched_random,Matched random structures,tr,real,102,3,0.5,1.0,2,0.25,2,0.75,0.0
matched_random,Matched random structures,tr,random,104,6,0.8,1.2,4,0.5714285714285714,2,0.8571428571428571,0.0
matched_random,Matched random structures,tr,real,104,6,0.6,1.0,4,0.42857142857142855,3,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,tr,random,106,10,2.3333333333333335,2.2222222222222223,7,0.6363636363636364,2,0.9090909090909091,0.0
matched_random,Matched random structures,tr,real,106,10,1.1111111111111112,1.1111111111111112,4,0.2857142857142857,4,0.9090909090909091,0.07142857142857142
matched_random,Matched random structures,tr,random,107,6,1.8,2.2,6,0.7142857142857143,1,0.8571428571428571,0.0
matched_random,Matched random structures,tr,real,107,6,0.4,1.0,3,0.25,3,0.8571428571428571,0.125
matched_random,Matched random structures,tr,random,108,9,1.375,1.875,7,0.7,2,0.9,0.0
matched_random,Matched random structures,tr,real,108,9,0.75,1.25,6,0.45454545454545453,3,0.9,0.09090909090909091
matched_random,Matched random structures,tr,random,109,11,1.8,1.9,9,0.6666666666666666,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,tr,real,109,11,0.7,1.3,5,0.42857142857142855,3,0.9166666666666666,0.07142857142857142
matched_random,Matched random structures,tr,random,112,7,1.0,1.3333333333333333,4,0.375,3,0.875,0.125
matched_random,Matched random structures,tr,real,112,7,0.0,1.0,6,0.625,2,0.875,0.0
matched_random,Matched random structures,tr,random,113,8,1.8571428571428572,1.7142857142857142,4,0.4444444444444444,3,0.8888888888888888,0.1111111111111111
matched_random,Matched random structures,tr,real,113,8,1.5714285714285714,1.5714285714285714,4,0.4,3,0.8888888888888888,0.1
matched_random,Matched random structures,tr,random,114,6,2.0,2.2,6,0.7142857142857143,1,0.8571428571428571,0.0
matched_random,Matched random structures,tr,real,114,6,0.4,1.0,4,0.42857142857142855,3,0.8571428571428571,0.14285714285714285
matched_random,Matched random structures,tr,random,115,4,1.0,1.3333333333333333,3,0.4,2,0.8,0.0
matched_random,Matched random structures,tr,real,115,4,0.3333333333333333,1.0,2,0.2,3,0.8,0.2
matched_random,Matched random structures,tr,random,117,3,0.0,1.0,3,0.5,1,0.75,0.0
matched_random,Matched random structures,tr,real,117,3,0.5,1.0,3,0.5,1,0.75,0.0
matched_random,Matched random structures,tr,random,118,11,1.6,1.4,5,0.5,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,tr,real,118,11,0.9,1.2,4,0.38461538461538464,4,0.9166666666666666,0.07692307692307693
matched_random,Matched random structures,tr,random,119,11,1.2,1.4,6,0.5,3,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,tr,real,119,11,0.7,1.3,5,0.5384615384615384,2,0.9166666666666666,0.0
matched_random,Matched random structures,tr,random,120,11,2.8,1.8,6,0.4166666666666667,5,0.9166666666666666,0.08333333333333333
matched_random,Matched random structures,tr,real,120,11,0.8,1.3,5,0.35714285714285715,4,0.9166666666666666,0.14285714285714285
matched_random,Matched random structures,tr,random,121,9,2.5,1.625,4,0.4,3,0.9,0.2
matched_random,Matched random structures,tr,real,121,9,0.75,1.25,5,0.4166666666666667,3,0.9,0.08333333333333333
matched_random,Matched random structures,tr,random,122,7,1.1666666666666667,1.1666666666666667,3,0.25,3,0.875,0.25
matched_random,Matched random structures,tr,real,122,7,0.6666666666666666,1.1666666666666667,4,0.3333333333333333,2,0.875,0.0
matched_random,Matched random structures,tr,random,123,9,2.375,1.875,5,0.5,3,0.9,0.1
matched_random,Matched random structures,tr,real,123,9,0.75,1.125,4,0.3333333333333333,3,0.9,0.08333333333333333
matched_random,Matched random structures,tr,random,125,7,1.8333333333333333,2.0,6,0.625,2,0.875,0.0
